epoch,train_loss,val_mae,val_rmse,val_r,val_acc1,val_acc2
46,18.757223415374757,29.258812,29.304201,-0.19973936676979065,0.0,0.0
47,17.018686771392822,26.303701,26.354118,-0.1862519085407257,0.0,0.0
48,15.197871208190918,23.269567,23.326586,-0.1961195319890976,0.0,0.0
49,13.341471624374389,20.154053,20.219856,-0.19878603518009186,0.0,0.0
50,11.435463476181031,16.959425,17.037485,-0.18886925280094147,0.0,0.0
51,9.49155101776123,13.683695,13.780335,-0.18580488860607147,0.0,0.0
52,7.480000829696655,10.321816,10.449382,-0.16975489258766174,0.0,0.0
53,5.426384162902832,6.880861,7.070977,-0.1794177144765854,0.0,0.0
54,3.3448830246925354,3.3549626,3.730278,-0.21427318453788757,0.03048780487804878,0.27439024390243905
55,1.4507250666618348,1.536501,1.6437666,-0.10206007957458496,0.18292682926829268,0.7621951219512195
56,0.8680174797773361,1.4700729,1.5851969,0.6673283576965332,0.1951219512195122,0.7560975609756098
57,0.8037521868944169,1.2847208,1.4387097,0.8070558309555054,0.3719512195121951,0.7804878048780488
58,0.6950040876865387,1.7253137,2.1475978,0.6404524445533752,0.2804878048780488,0.5975609756097561
59,0.7556845426559449,0.9059536,1.0474484,0.8172484040260315,0.5670731707317073,0.9695121951219512
60,0.6668188959360123,0.97149163,1.1485853,0.8274511098861694,0.5426829268292683,0.9573170731707317
61,0.6156424254179,0.9237736,1.073846,0.812265157699585,0.5121951219512195,0.9634146341463414
62,0.6243213042616844,0.9608272,1.1047382,0.7864947319030762,0.5487804878048781,0.9573170731707317
63,0.586949247121811,1.0344584,1.1956805,0.7278138995170593,0.524390243902439,0.9512195121951219
64,0.6001097470521927,1.1287982,1.3026115,0.6391298174858093,0.47560975609756095,0.9085365853658537
65,0.6315960392355919,1.1287098,1.3617766,0.6316415071487427,0.4451219512195122,0.8475609756097561
66,0.6139612838625907,1.1700603,1.424341,0.621498703956604,0.4817073170731707,0.8048780487804879
67,0.5629490748047828,1.1736131,1.4086643,0.5979043841362,0.43902439024390244,0.8292682926829268
68,0.5566903263330459,1.1873403,1.3762679,0.5421455502510071,0.47560975609756095,0.8719512195121951
69,0.5494489938020706,1.2165555,1.4423542,0.5071564316749573,0.39634146341463417,0.823170731707317
70,0.545527632534504,1.2442976,1.4841588,0.49714523553848267,0.40853658536585363,0.7865853658536586
71,0.5341555327177048,1.2227323,1.4619328,0.5054883360862732,0.4146341463414634,0.8109756097560976
